20,30,male,winter,"['B.Izakaya', 'C.Natural Scenery', 'D.Japanese Tradition']",chitose/tomamu/turano/biei/asahigawa/wakknai,,,,,,,,,,
,,,,,,,,,,,,,,,
21,20,male,winter,['B.Izakaya'],chitose/tomamu/turano/biei/asahigawa/wakknai,,,,,,,,,,
,,,,,,,,,,,,,,,
22,30,female,winter,"['B.Izakaya', 'C.Natural Scenery']",chitose/biru/otaru/yoichi/hirafu,,,,,,,,,,
,,,,,,,,,,,,,,,
23,40,male,spring,"['E.Driving', 'F.Outdoor']",chitose/tamakomai/nomoribetsu/date/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
24,30,male,summer,['B.Izakaya'],chitose/yupari/shimukapu/tomamu/furano,,,,,,,,,,
,,,,,,,,,,,,,,,
25,40,male,autumn,"['A.Japanese Food', 'E.Driving']",chitose/taki/yupari/shimukapu/tomamu,,,,,,,,,,
,,,,,,,,,,,,,,,
26,30,male,summer,['C.Natural Scenery'],chitose/yupari/shimukapu/tomamu/furano,,,,,,,,,,
,,,,,,,,,,,,,,,
27,20,male,winter,"['B.Izakaya', 'D.Japanese Tradition']",chitose/biru/otaru/yoichi/hirafu,,,,,,,,,,
,,,,,,,,,,,,,,,
28,40,female,autumn,"['A.Japanese Food', 'B.Izakaya', 'C.Natural Scenery', 'D.Japanese Tradition', 'F.Outdoor']",chitose/taki/yupari/shimukapu/tomamu,,,,,,,,,,
,,,,,,,,,,,,,,,
29,40,male,spring,"['B.Izakaya', 'E.Driving', 'F.Outdoor']",chitose/tomamu/tobapusi/obihiro/kobukari/kusiro/akkeshi/nemuro,,,,,,,,,,
,,,,,,,,,,,,,,,
30,40,female,autumn,['A.Japanese Food'],chitose/tomakomai/nomoribetsu/toya/choman/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
31,40,male,spring,"['E.Driving', 'F.Outdoor']",chitose/tomamu/tobapusi/obihiro/kobukari/kusiro/akkeshi/nemuro,,,,,,,,,,
,,,,,,,,,,,,,,,
32,30,female,spring,"['C.Natural Scenery', 'D.Japanese Tradition', 'F.Outdoor']",chitose/sapporo/noporo/iwamizawa/tokigawa,,,,,,,,,,
,,,,,,,,,,,,,,,
33,50,female,spring,"['A.Japanese Food', 'B.Izakaya', 'C.Natural Scenery', 'F.Outdoor']",chitose/tamakomai/nomoribetsu/date/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
34,40,female,autumn,"['A.Japanese Food', 'C.Natural Scenery', 'E.Driving', 'F.Outdoor']",chitose/taki/yupari/shimukapu/tomamu,,,,,,,,,,
,,,,,,,,,,,,,,,
35,50,male,spring,"['B.Izakaya', 'D.Japanese Tradition', 'E.Driving', 'F.Outdoor']",chitose/tamakomai/nomoribetsu/date/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
36,30,female,spring,"['A.Japanese Food', 'B.Izakaya', 'C.Natural Scenery', 'D.Japanese Tradition', 'E.Driving']",chitose/sapporo/noporo/iwamizawa/tokigawa,,,,,,,,,,
,,,,,,,,,,,,,,,
37,50,male,spring,"['C.Natural Scenery', 'F.Outdoor']",chitose/tamakomai/nomoribetsu/date/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
38,30,female,spring,"['C.Natural Scenery', 'D.Japanese Tradition', 'F.Outdoor']",chitose/tomakomai/nomoribetsu/muroran/toya/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
39,40,female,autumn,"['A.Japanese Food', 'B.Izakaya', 'E.Driving']",chitose/taki/yupari/shimukapu/tomamu,,,,,,,,,,
,,,,,,,,,,,,,,,
40,20,female,winter,"['B.Izakaya', 'D.Japanese Tradition']",chitose/tomamu/turano/biei/asahigawa/wakknai,,,,,,,,,,
,,,,,,,,,,,,,,,
41,40,female,spring,"['B.Izakaya', 'C.Natural Scenery', 'D.Japanese Tradition']",chitose/sapporo/noporo/iwamizawa/tokigawa,,,,,,,,,,
,,,,,,,,,,,,,,,
42,20,female,spring,"['C.Natural Scenery', 'D.Japanese Tradition']",chitose/tomakomai/nomoribetsu/muroran/toya/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
43,30,female,spring,"['A.Japanese Food', 'C.Natural Scenery', 'D.Japanese Tradition']",chitose/sapporo/noporo/iwamizawa/tokigawa,,,,,,,,,,
,,,,,,,,,,,,,,,
44,50,female,autumn,"['A.Japanese Food', 'C.Natural Scenery', 'E.Driving']",chitose/taki/yupari/shimukapu/tomamu,,,,,,,,,,
,,,,,,,,,,,,,,,
45,20,female,winter,"['A.Japanese Food', 'C.Natural Scenery']",chitose/biru/otaru/yoichi/hirafu,,,,,,,,,,
,,,,,,,,,,,,,,,
46,20,male,winter,"['B.Izakaya', 'C.Natural Scenery', 'D.Japanese Tradition', 'F.Outdoor']",chitose/tomamu/turano/biei/asahigawa/wakknai,,,,,,,,,,
,,,,,,,,,,,,,,,
47,30,female,summer,"['B.Izakaya', 'C.Natural Scenery']",chitose/yupari/shimukapu/tomamu/furano,,,,,,,,,,
,,,,,,,,,,,,,,,
48,40,male,spring,"['A.Japanese Food', 'E.Driving', 'F.Outdoor']",chitose/tomamu/tobapusi/obihiro/kobukari/kusiro/akkeshi/nemuro,,,,,,,,,,
,,,,,,,,,,,,,,,
49,50,male,spring,"['C.Natural Scenery', 'D.Japanese Tradition', 'E.Driving', 'F.Outdoor']",chitose/tomamu/tobapusi/obihiro/kobukari/kusiro/akkeshi/nemuro,,,,,,,,,,
,,,,,,,,,,,,,,,
50,30,female,spring,"['B.Izakaya', 'C.Natural Scenery', 'D.Japanese Tradition']",chitose/tomakomai/nomoribetsu/muroran/toya/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
51,40,male,summer,"['A.Japanese Food', 'B.Izakaya', 'C.Natural Scenery', 'F.Outdoor']",chitose/yupari/shimukapu/tomamu/furano,,,,,,,,,,
,,,,,,,,,,,,,,,
52,30,female,summer,['E.Driving'],chitose/yupari/shimukapu/tomamu/furano,,,,,,,,,,
,,,,,,,,,,,,,,,
53,30,female,spring,"['A.Japanese Food', 'C.Natural Scenery', 'E.Driving']",chitose/tomakomai/nomoribetsu/muroran/toya/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
54,20,female,winter,"['B.Izakaya', 'F.Outdoor']",chitose/biru/otaru/yoichi/hirafu,,,,,,,,,,
,,,,,,,,,,,,,,,
55,40,female,autumn,"['A.Japanese Food', 'B.Izakaya', 'C.Natural Scenery', 'E.Driving']",chitose/tomakomai/nomoribetsu/toya/choman/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
56,40,male,autumn,"['A.Japanese Food', 'C.Natural Scenery']",chitose/tomakomai/nomoribetsu/toya/choman/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
57,30,male,summer,['D.Japanese Tradition'],chitose/yupari/shimukapu/tomamu/furano,,,,,,,,,,
,,,,,,,,,,,,,,,
58,30,female,summer,"['A.Japanese Food', 'B.Izakaya', 'F.Outdoor']",chitose/yupari/shimukapu/tomamu/furano,,,,,,,,,,
,,,,,,,,,,,,,,,
59,30,male,summer,"['B.Izakaya', 'C.Natural Scenery', 'E.Driving']",chitose/biru/asari/otaru/yoichi/niseko/kuromatsu/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
60,30,female,spring,"['C.Natural Scenery', 'D.Japanese Tradition']",chitose/sapporo/noporo/iwamizawa/tokigawa,,,,,,,,,,
,,,,,,,,,,,,,,,
61,40,female,autumn,"['E.Driving', 'F.Outdoor']",chitose/taki/yupari/shimukapu/tomamu,,,,,,,,,,
,,,,,,,,,,,,,,,
62,10,male,winter,"['A.Japanese Food', 'C.Natural Scenery', 'D.Japanese Tradition']",chitose/biru/otaru/yoichi/hirafu,,,,,,,,,,
,,,,,,,,,,,,,,,
63,40,female,spring,"['C.Natural Scenery', 'D.Japanese Tradition', 'E.Driving', 'F.Outdoor']",chitose/sapporo/noporo/iwamizawa/tokigawa,,,,,,,,,,
,,,,,,,,,,,,,,,
64,40,female,autumn,['A.Japanese Food'],chitose/taki/yupari/shimukapu/tomamu,,,,,,,,,,
,,,,,,,,,,,,,,,
65,30,female,winter,"['B.Izakaya', 'E.Driving']",chitose/tomamu/turano/biei/asahigawa/wakknai,,,,,,,,,,
,,,,,,,,,,,,,,,
66,20,male,winter,['B.Izakaya'],chitose/biru/otaru/yoichi/hirafu,,,,,,,,,,
,,,,,,,,,,,,,,,
67,40,female,spring,['C.Natural Scenery'],chitose/tomakomai/nomoribetsu/muroran/toya/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
68,40,female,autumn,"['A.Japanese Food', 'C.Natural Scenery', 'F.Outdoor']",chitose/taki/yupari/shimukapu/tomamu,,,,,,,,,,
,,,,,,,,,,,,,,,
69,40,female,spring,['D.Japanese Tradition'],chitose/tomakomai/nomoribetsu/muroran/toya/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
70,20,female,spring,"['A.Japanese Food', 'D.Japanese Tradition', 'E.Driving']",chitose/sapporo/noporo/iwamizawa/tokigawa,,,,,,,,,,
,,,,,,,,,,,,,,,
71,40,male,autumn,"['A.Japanese Food', 'B.Izakaya', 'E.Driving', 'F.Outdoor']",chitose/taki/yupari/shimukapu/tomamu,,,,,,,,,,
,,,,,,,,,,,,,,,
72,50,female,autumn,"['A.Japanese Food', 'C.Natural Scenery']",chitose/tomakomai/nomoribetsu/toya/choman/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
73,40,female,autumn,"['A.Japanese Food', 'C.Natural Scenery', 'D.Japanese Tradition', 'F.Outdoor']",chitose/tomakomai/nomoribetsu/toya/choman/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
74,50,male,spring,"['B.Izakaya', 'D.Japanese Tradition', 'F.Outdoor']",chitose/tamakomai/nomoribetsu/date/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
75,40,female,spring,"['A.Japanese Food', 'E.Driving', 'F.Outdoor']",chitose/tamakomai/nomoribetsu/date/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
76,30,male,summer,['B.Izakaya'],chitose/yupari/shimukapu/tomamu/furano,,,,,,,,,,
,,,,,,,,,,,,,,,
77,40,male,spring,"['A.Japanese Food', 'C.Natural Scenery', 'D.Japanese Tradition']",chitose/sapporo/noporo/iwamizawa/tokigawa,,,,,,,,,,
,,,,,,,,,,,,,,,
78,20,male,winter,"['A.Japanese Food', 'E.Driving', 'F.Outdoor']",chitose/biru/otaru/yoichi/hirafu,,,,,,,,,,
,,,,,,,,,,,,,,,
79,20,female,spring,"['B.Izakaya', 'C.Natural Scenery', 'D.Japanese Tradition', 'F.Outdoor']",chitose/tomakomai/nomoribetsu/muroran/toya/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
80,40,female,autumn,['D.Japanese Tradition'],chitose/taki/yupari/shimukapu/tomamu,,,,,,,,,,
,,,,,,,,,,,,,,,
81,20,male,summer,"['A.Japanese Food', 'C.Natural Scenery', 'D.Japanese Tradition', 'E.Driving']",chitose/yupari/shimukapu/tomamu/furano,,,,,,,,,,
,,,,,,,,,,,,,,,
82,20,male,winter,"['B.Izakaya', 'F.Outdoor']",chitose/tomamu/turano/biei/asahigawa/wakknai,,,,,,,,,,
,,,,,,,,,,,,,,,
83,40,female,summer,['B.Izakaya'],chitose/yupari/shimukapu/tomamu/furano,,,,,,,,,,
,,,,,,,,,,,,,,,
84,30,male,summer,"['B.Izakaya', 'C.Natural Scenery', 'D.Japanese Tradition']",chitose/biru/asari/otaru/yoichi/niseko/kuromatsu/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
85,30,female,summer,"['B.Izakaya', 'E.Driving', 'F.Outdoor']",chitose/biru/asari/otaru/yoichi/niseko/kuromatsu/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
86,40,female,summer,"['B.Izakaya', 'C.Natural Scenery', 'E.Driving']",chitose/biru/asari/otaru/yoichi/niseko/kuromatsu/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
87,20,male,summer,"['C.Natural Scenery', 'E.Driving']",chitose/biru/asari/otaru/yoichi/niseko/kuromatsu/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
88,50,male,spring,"['C.Natural Scenery', 'E.Driving', 'F.Outdoor']",chitose/tamakomai/nomoribetsu/date/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
89,50,female,autumn,"['C.Natural Scenery', 'D.Japanese Tradition']",chitose/tomakomai/nomoribetsu/toya/choman/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
90,50,male,spring,"['A.Japanese Food', 'E.Driving']",chitose/tomamu/tobapusi/obihiro/kobukari/kusiro/akkeshi/nemuro,,,,,,,,,,
,,,,,,,,,,,,,,,
91,30,male,spring,"['A.Japanese Food', 'B.Izakaya', 'C.Natural Scenery', 'D.Japanese Tradition']",chitose/tomakomai/nomoribetsu/muroran/toya/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
92,30,male,winter,"['B.Izakaya', 'E.Driving']",chitose/tomamu/turano/biei/asahigawa/wakknai,,,,,,,,,,
,,,,,,,,,,,,,,,
93,30,male,summer,"['A.Japanese Food', 'B.Izakaya', 'E.Driving']",chitose/biru/asari/otaru/yoichi/niseko/kuromatsu/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
94,20,male,winter,"['B.Izakaya', 'C.Natural Scenery', 'E.Driving']",chitose/tomamu/turano/biei/asahigawa/wakknai,,,,,,,,,,
,,,,,,,,,,,,,,,
95,40,female,spring,"['C.Natural Scenery', 'D.Japanese Tradition', 'E.Driving']",chitose/tomakomai/nomoribetsu/muroran/toya/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
96,20,male,winter,"['A.Japanese Food', 'B.Izakaya', 'C.Natural Scenery']",chitose/tomamu/turano/biei/asahigawa/wakknai,,,,,,,,,,
,,,,,,,,,,,,,,,
97,30,male,summer,"['A.Japanese Food', 'B.Izakaya', 'C.Natural Scenery']",chitose/yupari/shimukapu/tomamu/furano,,,,,,,,,,
,,,,,,,,,,,,,,,
98,30,male,summer,"['A.Japanese Food', 'B.Izakaya', 'C.Natural Scenery', 'D.Japanese Tradition']",chitose/yupari/shimukapu/tomamu/furano,,,,,,,,,,
,,,,,,,,,,,,,,,
99,20,male,winter,['C.Natural Scenery'],chitose/biru/otaru/yoichi/hirafu,,,,,,,,,,
,,,,,,,,,,,,,,,
100,30,male,summer,"['C.Natural Scenery', 'E.Driving']",chitose/yupari/shimukapu/tomamu/furano,,,,,,,,,,
,,,,,,,,,,,,,,,
101,30,female,spring,"['D.Japanese Tradition', 'E.Driving']",chitose/tomakomai/nomoribetsu/muroran/toya/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
102,50,male,spring,"['D.Japanese Tradition', 'E.Driving']",chitose/tamakomai/nomoribetsu/date/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
103,40,female,autumn,"['A.Japanese Food', 'B.Izakaya']",chitose/taki/yupari/shimukapu/tomamu,,,,,,,,,,
,,,,,,,,,,,,,,,
104,20,male,winter,['A.Japanese Food'],chitose/biru/otaru/yoichi/hirafu,,,,,,,,,,
,,,,,,,,,,,,,,,
105,30,male,summer,"['D.Japanese Tradition', 'F.Outdoor']",chitose/yupari/shimukapu/tomamu/furano,,,,,,,,,,
,,,,,,,,,,,,,,,
106,30,female,spring,"['C.Natural Scenery', 'D.Japanese Tradition']",chitose/sapporo/noporo/iwamizawa/tokigawa,,,,,,,,,,
,,,,,,,,,,,,,,,
107,40,female,spring,"['B.Izakaya', 'C.Natural Scenery', 'E.Driving', 'F.Outdoor']",chitose/tomamu/tobapusi/obihiro/kobukari/kusiro/akkeshi/nemuro,,,,,,,,,,
,,,,,,,,,,,,,,,
108,20,male,winter,['C.Natural Scenery'],chitose/tomamu/turano/biei/asahigawa/wakknai,,,,,,,,,,
,,,,,,,,,,,,,,,
109,20,male,winter,"['B.Izakaya', 'D.Japanese Tradition']",chitose/biru/otaru/yoichi/hirafu,,,,,,,,,,
,,,,,,,,,,,,,,,
110,50,male,spring,"['D.Japanese Tradition', 'E.Driving', 'F.Outdoor']",chitose/tamakomai/nomoribetsu/date/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
111,30,female,autumn,"['A.Japanese Food', 'F.Outdoor']",chitose/taki/yupari/shimukapu/tomamu,,,,,,,,,,
,,,,,,,,,,,,,,,
112,20,male,spring,['C.Natural Scenery'],chitose/tomakomai/nomoribetsu/muroran/toya/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
113,20,female,spring,['A.Japanese Food'],chitose/tomakomai/nomoribetsu/muroran/toya/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
114,30,female,spring,"['A.Japanese Food', 'D.Japanese Tradition', 'E.Driving', 'F.Outdoor']",chitose/tomakomai/nomoribetsu/muroran/toya/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
115,30,male,summer,"['B.Izakaya', 'C.Natural Scenery']",chitose/yupari/shimukapu/tomamu/furano,,,,,,,,,,
,,,,,,,,,,,,,,,
116,50,female,autumn,"['A.Japanese Food', 'B.Izakaya', 'C.Natural Scenery']",chitose/tomakomai/nomoribetsu/toya/choman/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
117,50,male,spring,"['B.Izakaya', 'E.Driving', 'F.Outdoor']",chitose/tomamu/tobapusi/obihiro/kobukari/kusiro/akkeshi/nemuro,,,,,,,,,,
,,,,,,,,,,,,,,,
118,30,female,summer,"['A.Japanese Food', 'C.Natural Scenery', 'E.Driving']",chitose/yupari/shimukapu/tomamu/furano,,,,,,,,,,
,,,,,,,,,,,,,,,
119,40,female,autumn,[],chitose/tomakomai/nomoribetsu/toya/choman/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
120,30,male,spring,"['C.Natural Scenery', 'D.Japanese Tradition']",chitose/sapporo/noporo/iwamizawa/tokigawa,,,,,,,,,,
,,,,,,,,,,,,,,,
121,30,female,spring,"['B.Izakaya', 'C.Natural Scenery', 'D.Japanese Tradition', 'F.Outdoor']",chitose/tomakomai/nomoribetsu/muroran/toya/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
122,50,female,spring,"['B.Izakaya', 'D.Japanese Tradition', 'E.Driving', 'F.Outdoor']",chitose/tamakomai/nomoribetsu/date/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
123,30,female,winter,['F.Outdoor'],chitose/biru/otaru/yoichi/hirafu,,,,,,,,,,
,,,,,,,,,,,,,,,
124,30,male,winter,"['E.Driving', 'F.Outdoor']",chitose/tomamu/turano/biei/asahigawa/wakknai,,,,,,,,,,
,,,,,,,,,,,,,,,
125,40,female,autumn,"['C.Natural Scenery', 'F.Outdoor']",chitose/taki/yupari/shimukapu/tomamu,,,,,,,,,,
,,,,,,,,,,,,,,,
126,50,male,spring,"['E.Driving', 'F.Outdoor']",chitose/tomamu/tobapusi/obihiro/kobukari/kusiro/akkeshi/nemuro,,,,,,,,,,
,,,,,,,,,,,,,,,
127,10,male,winter,"['A.Japanese Food', 'B.Izakaya']",chitose/tomamu/turano/biei/asahigawa/wakknai,,,,,,,,,,
,,,,,,,,,,,,,,,
128,50,male,spring,"['B.Izakaya', 'F.Outdoor']",chitose/tamakomai/nomoribetsu/date/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
129,20,male,winter,"['A.Japanese Food', 'B.Izakaya', 'E.Driving']",chitose/tomamu/turano/biei/asahigawa/wakknai,,,,,,,,,,
,,,,,,,,,,,,,,,
130,40,female,autumn,"['B.Izakaya', 'C.Natural Scenery', 'D.Japanese Tradition', 'F.Outdoor']",chitose/tomakomai/nomoribetsu/toya/choman/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
131,50,male,spring,"['A.Japanese Food', 'D.Japanese Tradition', 'E.Driving', 'F.Outdoor']",chitose/tamakomai/nomoribetsu/date/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
132,30,female,spring,['D.Japanese Tradition'],chitose/tomakomai/nomoribetsu/muroran/toya/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
133,40,female,autumn,"['A.Japanese Food', 'C.Natural Scenery']",chitose/tomakomai/nomoribetsu/toya/choman/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
134,50,female,autumn,"['A.Japanese Food', 'C.Natural Scenery', 'F.Outdoor']",chitose/tomakomai/nomoribetsu/toya/choman/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
135,20,male,summer,['B.Izakaya'],chitose/biru/asari/otaru/yoichi/niseko/kuromatsu/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
136,40,female,spring,"['A.Japanese Food', 'B.Izakaya', 'D.Japanese Tradition', 'F.Outdoor']",chitose/tomamu/tobapusi/obihiro/kobukari/kusiro/akkeshi/nemuro,,,,,,,,,,
,,,,,,,,,,,,,,,
137,50,female,spring,"['E.Driving', 'F.Outdoor']",chitose/tamakomai/nomoribetsu/date/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
138,20,male,winter,"['B.Izakaya', 'F.Outdoor']",chitose/tomamu/turano/biei/asahigawa/wakknai,,,,,,,,,,
,,,,,,,,,,,,,,,
139,40,male,summer,"['B.Izakaya', 'C.Natural Scenery']",chitose/biru/asari/otaru/yoichi/niseko/kuromatsu/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
140,30,female,spring,"['C.Natural Scenery', 'D.Japanese Tradition']",chitose/tomakomai/nomoribetsu/muroran/toya/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
141,20,female,summer,"['C.Natural Scenery', 'D.Japanese Tradition', 'F.Outdoor']",chitose/yupari/shimukapu/tomamu/furano,,,,,,,,,,
,,,,,,,,,,,,,,,
142,30,male,spring,"['A.Japanese Food', 'C.Natural Scenery', 'D.Japanese Tradition', 'F.Outdoor']",chitose/sapporo/noporo/iwamizawa/tokigawa,,,,,,,,,,
,,,,,,,,,,,,,,,
143,10,male,winter,[],chitose/biru/otaru/yoichi/hirafu,,,,,,,,,,
,,,,,,,,,,,,,,,
144,30,female,autumn,"['A.Japanese Food', 'C.Natural Scenery', 'D.Japanese Tradition']",chitose/tomakomai/nomoribetsu/toya/choman/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
145,50,female,spring,"['A.Japanese Food', 'B.Izakaya', 'D.Japanese Tradition', 'F.Outdoor']",chitose/tamakomai/nomoribetsu/date/toya,,,,,,,,,,
,,,,,,,,,,,,,,,
146,50,female,autumn,['C.Natural Scenery'],chitose/tomakomai/nomoribetsu/toya/choman/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
147,50,female,spring,"['B.Izakaya', 'C.Natural Scenery', 'F.Outdoor']",chitose/tomamu/tobapusi/obihiro/kobukari/kusiro/akkeshi/nemuro,,,,,,,,,,
,,,,,,,,,,,,,,,
148,40,female,spring,"['A.Japanese Food', 'D.Japanese Tradition']",chitose/tomakomai/nomoribetsu/muroran/toya/hachikumo/oonuma/hakodate,,,,,,,,,,
,,,,,,,,,,,,,,,
149,40,female,spring,['C.Natural Scenery'],chitose/sapporo/noporo/iwamizawa/tokigawa,,,,,,,,,,
,,,,,,,,,,,,,,,
150,30,female,summer,"['B.Izakaya', 'C.Natural Scenery', 'F.Outdoor']",chitose/yupari/shimukapu/tomamu/furano,,,,,,,,,,
,,,,,,,,,,,,,,,
151,30,male,autumn,"['A.Japanese Food', 'F.Outdoor']",chitose/tomakomai/nomoribetsu/toya/choman/hachikumo/oonuma/hakodate,,,,,,,,,,
